Thumb,Index,Middle,Ring,Little,Label
21.72,4.31,10.81,12.98,8.64,Thumb_bent
39.40,0.00,4.31,6.47,0.00,Thumb_bent
21.72,8.64,15.16,2.15,8.64,Thumb_bent
21.72,8.64,10.81,6.47,0.00,Thumb_bent
10.81,4.31,12.98,10.81,12.98,Thumb_bent
23.91,0.00,10.81,10.81,0.00,Thumb_bent
19.53,8.64,6.47,19.53,19.53,Thumb_bent
26.11,4.31,17.34,4.31,10.81,Thumb_bent
28.32,0.00,23.91,6.47,0.00,Thumb_bent
19.53,8.64,21.72,10.81,10.81,Thumb_bent
23.91,6.47,10.81,6.47,0.00,Thumb_bent
26.11,15.16,21.72,10.81,0.00,Thumb_bent
23.91,6.47,23.91,4.31,19.53,Thumb_bent
34.96,10.81,19.53,4.31,4.31,Thumb_bent
23.91,12.98,21.72,10.81,2.15,Thumb_bent
17.34,8.64,19.53,8.64,8.64,Thumb_bent
37.18,0.00,23.91,2.15,10.81,Thumb_bent
34.96,4.31,28.32,10.81,8.64,Thumb_bent
50.60,8.64,12.98,0.00,0.00,Thumb_bent
37.18,6.47,15.16,10.81,4.31,Thumb_bent
41.63,15.16,10.81,10.81,2.15,Thumb_bent
71.04,17.34,19.53,0.00,2.15,Thumb_bent
57.37,8.64,15.16,6.47,8.64,Thumb_bent
17.34,0.00,21.72,8.64,0.00,Thumb_bent
21.72,0.00,21.72,15.16,6.47,Thumb_bent
10.81,0.00,21.72,10.81,15.16,Thumb_bent
21.72,8.64,23.91,15.16,2.15,Thumb_bent
30.53,8.64,21.72,2.15,12.98,Thumb_bent
26.11,10.81,12.98,15.16,10.81,Thumb_bent
23.91,6.47,26.11,2.15,8.64,Thumb_bent
19.53,8.64,12.98,8.64,0.00,Thumb_bent
19.53,15.16,26.11,0.00,4.31,Thumb_bent
23.91,19.53,23.91,8.64,0.00,Thumb_bent
19.53,12.98,21.72,17.34,6.47,Thumb_bent
23.91,2.15,12.98,15.16,12.98,Thumb_bent
28.32,6.47,15.16,0.00,4.31,Thumb_bent
21.72,10.81,17.34,8.64,4.31,Thumb_bent
26.11,12.98,26.11,15.16,0.00,Thumb_bent
19.53,10.81,19.53,17.34,12.98,Thumb_bent
26.11,4.31,15.16,15.16,6.47,Thumb_bent
41.63,8.64,19.53,10.81,4.31,Thumb_bent
254.31,6.47,17.34,12.98,0.00,Thumb_bent
230.45,4.31,23.91,4.31,4.31,Thumb_bent
71.04,10.81,12.98,4.31,0.00,Thumb_bent
189.17,6.47,12.98,8.64,4.31,Thumb_bent
26.11,0.00,19.53,17.34,0.00,Thumb_bent
89.52,8.64,6.47,15.16,12.98,Thumb_bent
137.07,8.64,26.11,10.81,0.00,Thumb_bent
50.60,0.00,2.15,8.64,4.31,Thumb_bent
222.60,0.00,8.64,2.15,2.15,Thumb_bent
30.53,4.31,23.91,8.64,12.98,Thumb_bent
77.94,6.47,15.16,10.81,0.00,Thumb_bent
84.87,15.16,21.72,4.31,2.15,Thumb_bent
89.52,15.16,21.72,15.16,10.81,Thumb_bent
84.87,0.00,2.15,8.64,6.47,Thumb_bent
105.94,15.16,8.64,17.34,0.00,Thumb_bent
110.68,0.00,12.98,10.81,6.47,Thumb_bent
115.43,6.47,8.64,2.15,4.31,Thumb_bent
113.05,0.00,19.53,12.98,6.47,Thumb_bent
117.82,15.16,19.53,19.53,15.16,Thumb_bent
120.21,2.15,6.47,10.81,12.98,Thumb_bent
115.43,0.00,8.64,6.47,4.31,Thumb_bent
127.40,2.15,15.16,8.64,0.00,Thumb_bent
115.43,6.47,10.81,8.64,4.31,Thumb_bent
96.53,0.00,17.34,0.00,2.15,Thumb_bent
115.43,0.00,19.53,4.31,12.98,Thumb_bent
125.00,12.98,12.98,8.64,4.31,Thumb_bent
141.94,0.00,17.34,10.81,17.34,Thumb_bent
132.23,8.64,12.98,4.31,0.00,Thumb_bent
137.07,4.31,21.72,10.81,2.15,Thumb_bent
137.07,15.16,17.34,10.81,4.31,Thumb_bent
134.65,4.31,23.91,0.00,2.15,Thumb_bent
110.68,6.47,21.72,10.81,10.81,Thumb_bent
127.40,12.98,19.53,2.15,0.00,Thumb_bent
105.94,19.53,28.32,8.64,12.98,Thumb_bent
137.07,0.00,21.72,4.31,0.00,Thumb_bent
132.23,2.15,23.91,0.00,0.00,Thumb_bent
120.21,8.64,15.16,23.91,0.00,Thumb_bent
120.21,2.15,23.91,0.00,8.64,Thumb_bent
115.43,6.47,12.98,6.47,17.34,Thumb_bent
96.53,15.16,21.72,0.00,10.81,Thumb_bent
75.63,8.64,12.98,4.31,0.00,Thumb_bent
105.94,12.98,8.64,12.98,6.47,Thumb_bent
77.94,0.00,17.34,0.00,6.47,Thumb_bent
122.60,8.64,17.34,4.31,6.47,Thumb_bent
113.05,8.64,8.64,2.15,2.15,Thumb_bent
110.68,6.47,23.91,6.47,2.15,Thumb_bent
127.40,6.47,17.34,12.98,0.00,Thumb_bent
110.68,12.98,15.16,8.64,6.47,Thumb_bent
103.58,4.31,23.91,12.98,15.16,Thumb_bent
117.82,17.34,28.32,8.64,10.81,Thumb_bent
98.88,4.31,19.53,0.00,19.53,Thumb_bent
91.85,2.15,15.16,10.81,0.00,Thumb_bent
84.87,0.00,6.47,0.00,6.47,Thumb_bent
115.43,10.81,19.53,8.64,0.00,Thumb_bent
105.94,10.81,10.81,19.53,8.64,Thumb_bent
132.23,6.47,19.53,4.31,8.64,Thumb_bent
101.23,6.47,19.53,10.81,10.81,Thumb_bent
108.31,10.81,23.91,2.15,4.31,Thumb_bent
84.87,12.98,21.72,6.47,17.34,Thumb_bent
75.63,0.00,21.72,19.53,6.47,Thumb_bent
68.75,0.00,12.98,4.31,17.34,Thumb_bent
77.94,2.15,12.98,17.34,6.47,Thumb_bent
73.33,10.81,17.34,10.81,0.00,Thumb_bent
91.85,15.16,10.81,10.81,15.16,Thumb_bent
122.60,2.15,21.72,10.81,0.00,Thumb_bent
82.56,12.98,15.16,8.64,4.31,Thumb_bent
71.04,17.34,8.64,6.47,4.31,Thumb_bent
64.19,8.64,21.72,19.53,4.31,Thumb_bent
80.24,0.00,19.53,4.31,4.31,Thumb_bent
84.87,12.98,19.53,6.47,6.47,Thumb_bent
91.85,8.64,21.72,8.64,8.64,Thumb_bent
96.53,15.16,15.16,6.47,10.81,Thumb_bent
108.31,0.00,17.34,15.16,0.00,Thumb_bent
108.31,10.81,19.53,15.16,0.00,Thumb_bent
139.50,2.15,32.74,8.64,0.00,Thumb_bent
125.00,12.98,19.53,10.81,8.64,Thumb_bent
115.43,0.00,19.53,0.00,6.47,Thumb_bent
125.00,0.00,19.53,6.47,15.16,Thumb_bent
166.56,12.98,21.72,10.81,8.64,Thumb_bent
156.65,15.16,12.98,0.00,4.31,Thumb_bent
161.60,2.15,12.98,4.31,10.81,Thumb_bent
176.56,10.81,4.31,2.15,0.00,Thumb_bent
161.60,4.31,26.11,6.47,2.15,Thumb_bent
169.05,6.47,15.16,12.98,0.00,Thumb_bent
174.05,10.81,37.18,8.64,8.64,Thumb_bent
161.60,8.64,19.53,8.64,0.00,Thumb_bent
181.59,10.81,17.34,0.00,2.15,Thumb_bent
184.11,0.00,19.53,8.64,10.81,Thumb_bent
181.59,6.47,15.16,15.16,8.64,Thumb_bent
154.18,17.34,12.98,10.81,17.34,Thumb_bent
171.55,2.15,26.11,0.00,0.00,Thumb_bent
156.65,4.31,17.34,17.34,2.15,Thumb_bent
171.55,2.15,17.34,12.98,10.81,Thumb_bent
159.12,15.16,17.34,12.98,4.31,Thumb_bent
146.82,10.81,12.98,2.15,4.31,Thumb_bent
169.05,4.31,26.11,0.00,0.00,Thumb_bent
235.71,10.81,10.81,8.64,8.64,Thumb_bent
227.83,6.47,17.34,6.47,4.31,Thumb_bent
246.30,6.47,15.16,2.15,6.47,Thumb_bent
220.00,12.98,12.98,19.53,8.64,Thumb_bent
262.36,0.00,21.72,8.64,0.00,Thumb_bent
262.36,8.64,19.53,10.81,8.64,Thumb_bent
270.47,6.47,15.16,0.00,0.00,Thumb_bent
254.31,10.81,15.16,8.64,4.31,Thumb_bent
281.37,4.31,17.34,4.31,4.31,Thumb_bent
262.36,15.16,26.11,8.64,17.34,Thumb_bent
286.85,19.53,23.91,8.64,0.00,Thumb_bent
289.60,6.47,12.98,0.00,2.15,Thumb_bent
292.36,15.16,12.98,6.47,2.15,Thumb_bent
306.24,15.16,19.53,15.16,4.31,Thumb_bent
286.85,10.81,15.16,8.64,4.31,Thumb_bent
317.45,8.64,12.98,2.15,15.16,Thumb_bent
314.64,6.47,15.16,2.15,4.31,Thumb_bent
311.83,2.15,12.98,10.81,4.31,Thumb_bent
325.93,0.00,21.72,10.81,4.31,Thumb_bent
325.93,0.00,15.16,15.16,2.15,Thumb_bent
311.83,19.53,12.98,8.64,8.64,Thumb_bent
311.83,10.81,23.91,4.31,8.64,Thumb_bent
314.64,0.00,19.53,8.64,0.00,Thumb_bent
309.03,10.81,21.72,17.34,2.15,Thumb_bent
311.83,0.00,23.91,15.16,10.81,Thumb_bent
289.60,10.81,17.34,15.16,6.47,Thumb_bent
297.89,4.31,19.53,4.31,8.64,Thumb_bent
314.64,0.00,4.31,10.81,6.47,Thumb_bent
292.36,0.00,26.11,6.47,6.47,Thumb_bent
317.45,2.15,19.53,8.64,0.00,Thumb_bent
328.76,17.34,28.32,4.31,0.00,Thumb_bent
323.09,4.31,19.53,4.31,4.31,Thumb_bent
317.45,10.81,21.72,4.31,4.31,Thumb_bent
343.05,6.47,23.91,8.64,12.98,Thumb_bent
325.93,4.31,10.81,0.00,10.81,Thumb_bent
340.18,17.34,12.98,8.64,8.64,Thumb_bent
311.83,6.47,19.53,6.47,0.00,Thumb_bent
306.24,12.98,21.72,0.00,6.47,Thumb_bent
343.05,0.00,15.16,12.98,8.64,Thumb_bent
331.61,12.98,15.16,2.15,6.47,Thumb_bent
323.09,8.64,30.53,8.64,0.00,Thumb_bent
284.11,10.81,8.64,10.81,0.00,Thumb_bent
154.18,2.15,21.72,4.31,12.98,Thumb_bent
194.26,6.47,17.34,6.47,0.00,Thumb_bent
214.81,2.15,21.72,4.31,2.15,Thumb_bent
201.92,10.81,10.81,15.16,8.64,Thumb_bent
204.49,10.81,8.64,6.47,2.15,Thumb_bent
256.99,0.00,21.72,4.31,12.98,Thumb_bent
220.00,6.47,15.16,17.34,12.98,Thumb_bent
254.31,2.15,19.53,6.47,6.47,Thumb_bent
248.97,12.98,15.16,6.47,15.16,Thumb_bent
281.37,0.00,12.98,8.64,15.16,Thumb_bent
235.71,2.15,6.47,0.00,0.00,Thumb_bent
251.63,8.64,17.34,4.31,12.98,Thumb_bent
251.63,10.81,19.53,15.16,0.00,Thumb_bent
207.06,8.64,6.47,17.34,2.15,Thumb_bent
227.83,8.64,12.98,4.31,12.98,Thumb_bent
191.71,6.47,8.64,8.64,10.81,Thumb_bent
174.05,8.64,17.34,4.31,8.64,Thumb_bent
207.06,4.31,23.91,6.47,2.15,Thumb_bent
230.45,15.16,26.11,8.64,12.98,Thumb_bent
227.83,8.64,23.91,2.15,6.47,Thumb_bent
169.05,6.47,12.98,12.98,19.53,Thumb_bent
241.00,8.64,21.72,6.47,12.98,Thumb_bent
259.67,8.64,26.11,6.47,10.81,Thumb_bent
273.19,17.34,17.34,12.98,0.00,Thumb_bent
214.81,6.47,8.64,0.00,4.31,Thumb_bent
196.81,6.47,17.34,2.15,17.34,Thumb_bent
204.49,0.00,6.47,0.00,10.81,Thumb_bent
191.71,8.64,12.98,10.81,0.00,Thumb_bent
161.60,12.98,8.64,8.64,12.98,Thumb_bent
184.11,8.64,23.91,0.00,8.64,Thumb_bent
194.26,10.81,19.53,8.64,12.98,Thumb_bent
189.17,4.31,19.53,6.47,6.47,Thumb_bent
156.65,12.98,19.53,6.47,10.81,Thumb_bent
156.65,6.47,19.53,12.98,2.15,Thumb_bent
164.08,0.00,10.81,12.98,0.00,Thumb_bent
156.65,0.00,15.16,19.53,19.53,Thumb_bent
171.55,12.98,17.34,17.34,0.00,Thumb_bent
156.65,12.98,15.16,6.47,0.00,Thumb_bent
139.50,0.00,10.81,4.31,8.64,Thumb_bent
151.72,6.47,21.72,17.34,2.15,Thumb_bent
141.94,0.00,10.81,17.34,6.47,Thumb_bent
144.38,0.00,19.53,10.81,2.15,Thumb_bent
186.64,10.81,26.11,10.81,4.31,Thumb_bent
179.07,15.16,17.34,12.98,19.53,Thumb_bent
169.05,8.64,19.53,6.47,8.64,Thumb_bent
139.50,15.16,26.11,4.31,6.47,Thumb_bent
134.65,19.53,12.98,17.34,0.00,Thumb_bent
141.94,6.47,15.16,2.15,4.31,Thumb_bent
141.94,6.47,23.91,15.16,12.98,Thumb_bent
151.72,6.47,10.81,0.00,12.98,Thumb_bent
161.60,8.64,28.32,15.16,0.00,Thumb_bent
159.12,0.00,21.72,17.34,12.98,Thumb_bent
154.18,4.31,6.47,2.15,17.34,Thumb_bent
115.43,8.64,17.34,4.31,8.64,Thumb_bent
139.50,0.00,19.53,12.98,6.47,Thumb_bent
129.81,8.64,21.72,8.64,0.00,Thumb_bent
134.65,15.16,12.98,2.15,12.98,Thumb_bent
113.05,12.98,12.98,12.98,0.00,Thumb_bent
115.43,15.16,21.72,8.64,6.47,Thumb_bent
120.21,4.31,12.98,12.98,0.00,Thumb_bent
117.82,0.00,23.91,10.81,6.47,Thumb_bent
139.50,10.81,8.64,6.47,8.64,Thumb_bent
125.00,0.00,23.91,12.98,10.81,Thumb_bent
134.65,10.81,17.34,0.00,6.47,Thumb_bent
105.94,0.00,21.72,10.81,4.31,Thumb_bent
115.43,6.47,10.81,17.34,12.98,Thumb_bent
110.68,6.47,15.16,6.47,0.00,Thumb_bent
120.21,6.47,21.72,8.64,8.64,Thumb_bent
105.94,6.47,8.64,15.16,0.00,Thumb_bent
101.23,12.98,17.34,15.16,0.00,Thumb_bent
108.31,0.00,19.53,0.00,0.00,Thumb_bent
105.94,12.98,15.16,0.00,2.15,Thumb_bent
98.88,12.98,23.91,10.81,17.34,Thumb_bent
103.58,2.15,4.31,15.16,6.47,Thumb_bent
89.52,4.31,8.64,4.31,0.00,Thumb_bent
66.47,6.47,23.91,8.64,6.47,Thumb_bent
110.68,6.47,21.72,6.47,6.47,Thumb_bent
105.94,6.47,17.34,17.34,0.00,Thumb_bent
110.68,4.31,15.16,2.15,8.64,Thumb_bent
75.63,8.64,23.91,4.31,2.15,Thumb_bent
80.24,6.47,17.34,4.31,0.00,Thumb_bent
77.94,6.47,15.16,6.47,0.00,Thumb_bent
68.75,4.31,23.91,12.98,8.64,Thumb_bent
80.24,19.53,23.91,6.47,0.00,Thumb_bent
71.04,10.81,10.81,10.81,0.00,Thumb_bent
73.33,0.00,15.16,12.98,0.00,Thumb_bent
71.04,15.16,26.11,6.47,4.31,Thumb_bent
64.19,2.15,17.34,12.98,4.31,Thumb_bent
73.33,17.34,15.16,15.16,2.15,Thumb_bent
75.63,4.31,10.81,6.47,10.81,Thumb_bent
75.63,0.00,19.53,6.47,0.00,Thumb_bent
87.20,8.64,21.72,23.91,8.64,Thumb_bent
80.24,12.98,19.53,0.00,15.16,Thumb_bent
75.63,12.98,19.53,15.16,17.34,Thumb_bent
77.94,4.31,12.98,0.00,15.16,Thumb_bent
82.56,0.00,21.72,4.31,0.00,Thumb_bent
73.33,12.98,12.98,10.81,4.31,Thumb_bent
77.94,6.47,15.16,2.15,4.31,Thumb_bent
82.56,6.47,17.34,15.16,8.64,Thumb_bent
66.47,10.81,23.91,8.64,10.81,Thumb_bent
82.56,8.64,23.91,8.64,4.31,Thumb_bent
73.33,19.53,10.81,6.47,8.64,Thumb_bent
57.37,12.98,10.81,15.16,12.98,Thumb_bent
57.37,10.81,15.16,8.64,2.15,Thumb_bent
55.11,6.47,15.16,0.00,10.81,Thumb_bent
57.37,4.31,15.16,10.81,2.15,Thumb_bent
55.11,10.81,15.16,2.15,0.00,Thumb_bent
55.11,8.64,19.53,0.00,19.53,Thumb_bent
59.64,0.00,23.91,8.64,6.47,Thumb_bent
64.19,2.15,10.81,0.00,2.15,Thumb_bent
55.11,17.34,12.98,8.64,12.98,Thumb_bent
73.33,4.31,12.98,8.64,0.00,Thumb_bent
59.64,12.98,8.64,10.81,17.34,Thumb_bent
87.20,2.15,10.81,6.47,8.64,Thumb_bent
80.24,4.31,15.16,12.98,15.16,Thumb_bent
82.56,6.47,8.64,4.31,0.00,Thumb_bent
77.94,0.00,17.34,6.47,0.00,Thumb_bent
89.52,4.31,23.91,6.47,6.47,Thumb_bent
77.94,10.81,17.34,4.31,2.15,Thumb_bent
84.87,6.47,23.91,10.81,6.47,Thumb_bent
75.63,4.31,17.34,0.00,8.64,Thumb_bent
75.63,10.81,15.16,8.64,2.15,Thumb_bent
82.56,10.81,10.81,10.81,0.00,Thumb_bent
84.87,4.31,12.98,4.31,10.81,Thumb_bent
82.56,4.31,23.91,15.16,6.47,Thumb_bent
80.24,8.64,17.34,15.16,4.31,Thumb_bent
75.63,8.64,12.98,6.47,6.47,Thumb_bent
84.87,17.34,8.64,2.15,17.34,Thumb_bent
87.20,8.64,17.34,10.81,12.98,Thumb_bent
89.52,10.81,21.72,0.00,0.00,Thumb_bent
55.11,2.15,8.64,4.31,2.15,Thumb_bent
71.04,10.81,12.98,0.00,6.47,Thumb_bent
57.37,10.81,10.81,15.16,17.34,Thumb_bent
64.19,0.00,12.98,4.31,4.31,Thumb_bent
50.60,8.64,15.16,4.31,6.47,Thumb_bent
87.20,12.98,19.53,8.64,2.15,Thumb_bent
110.68,12.98,21.72,6.47,10.81,Thumb_bent
96.53,8.64,8.64,19.53,15.16,Thumb_bent
103.58,8.64,10.81,2.15,0.00,Thumb_bent
82.56,17.34,8.64,10.81,17.34,Thumb_bent
91.85,0.00,15.16,4.31,2.15,Thumb_bent
82.56,0.00,17.34,12.98,12.98,Thumb_bent
110.68,4.31,8.64,15.16,4.31,Thumb_bent
89.52,6.47,10.81,10.81,15.16,Thumb_bent
89.52,10.81,19.53,8.64,6.47,Thumb_bent
89.52,12.98,26.11,12.98,8.64,Thumb_bent
82.56,8.64,17.34,2.15,12.98,Thumb_bent
98.88,8.64,17.34,0.00,12.98,Thumb_bent
87.20,6.47,4.31,17.34,6.47,Thumb_bent
87.20,17.34,28.32,0.00,6.47,Thumb_bent
84.87,6.47,19.53,8.64,8.64,Thumb_bent
73.33,6.47,30.53,2.15,0.00,Thumb_bent
91.85,10.81,10.81,12.98,15.16,Thumb_bent
110.68,4.31,19.53,8.64,2.15,Thumb_bent
108.31,6.47,19.53,0.00,0.00,Thumb_bent
115.43,15.16,10.81,12.98,4.31,Thumb_bent
98.88,10.81,8.64,6.47,17.34,Thumb_bent
103.58,15.16,23.91,6.47,6.47,Thumb_bent
105.94,6.47,21.72,10.81,4.31,Thumb_bent
110.68,8.64,19.53,0.00,12.98,Thumb_bent
108.31,17.34,28.32,4.31,17.34,Thumb_bent
117.82,0.00,10.81,10.81,0.00,Thumb_bent
105.94,0.00,23.91,12.98,12.98,Thumb_bent
117.82,8.64,19.53,8.64,0.00,Thumb_bent
117.82,12.98,23.91,8.64,2.15,Thumb_bent
125.00,6.47,15.16,15.16,10.81,Thumb_bent
108.31,8.64,15.16,17.34,8.64,Thumb_bent
115.43,6.47,8.64,8.64,17.34,Thumb_bent
103.58,0.00,8.64,8.64,6.47,Thumb_bent
122.60,6.47,6.47,10.81,12.98,Thumb_bent
122.60,15.16,23.91,6.47,0.00,Thumb_bent
127.40,6.47,21.72,17.34,6.47,Thumb_bent
110.68,10.81,6.47,8.64,10.81,Thumb_bent
108.31,0.00,26.11,2.15,12.98,Thumb_bent
115.43,0.00,12.98,4.31,6.47,Thumb_bent
117.82,12.98,17.34,8.64,8.64,Thumb_bent
117.82,12.98,19.53,12.98,8.64,Thumb_bent
122.60,6.47,15.16,6.47,12.98,Thumb_bent
127.40,0.00,6.47,0.00,4.31,Thumb_bent
125.00,10.81,17.34,12.98,10.81,Thumb_bent
137.07,4.31,8.64,15.16,17.34,Thumb_bent
139.50,6.47,19.53,8.64,4.31,Thumb_bent
141.94,6.47,21.72,6.47,0.00,Thumb_bent
115.43,2.15,15.16,8.64,4.31,Thumb_bent
105.94,15.16,26.11,12.98,6.47,Thumb_bent
120.21,8.64,10.81,0.00,8.64,Thumb_bent
120.21,0.00,17.34,10.81,0.00,Thumb_bent
113.05,8.64,17.34,15.16,6.47,Thumb_bent
80.24,15.16,10.81,4.31,2.15,Thumb_bent
75.63,6.47,19.53,2.15,0.00,Thumb_bent
84.87,12.98,19.53,19.53,4.31,Thumb_bent
125.00,17.34,12.98,0.00,10.81,Thumb_bent
127.40,0.00,8.64,0.00,4.31,Thumb_bent
117.82,10.81,4.31,12.98,6.47,Thumb_bent
113.05,0.00,10.81,10.81,12.98,Thumb_bent
132.23,6.47,15.16,12.98,6.47,Thumb_bent
127.40,0.00,26.11,8.64,8.64,Thumb_bent
151.72,15.16,12.98,10.81,4.31,Thumb_bent
139.50,4.31,17.34,2.15,0.00,Thumb_bent
149.27,6.47,6.47,15.16,17.34,Thumb_bent
137.07,15.16,21.72,4.31,4.31,Thumb_bent
141.94,0.00,4.31,12.98,0.00,Thumb_bent
127.40,8.64,23.91,4.31,17.34,Thumb_bent
132.23,6.47,17.34,17.34,0.00,Thumb_bent
146.82,6.47,10.81,6.47,2.15,Thumb_bent
149.27,15.16,21.72,0.00,10.81,Thumb_bent
154.18,4.31,17.34,8.64,0.00,Thumb_bent
134.65,8.64,8.64,6.47,6.47,Thumb_bent
144.38,10.81,15.16,8.64,12.98,Thumb_bent
129.81,0.00,10.81,23.91,2.15,Thumb_bent
30.53,4.31,17.34,12.98,8.64,Thumb_bent
66.47,0.00,10.81,0.00,10.81,Thumb_bent
77.94,12.98,12.98,17.34,12.98,Thumb_bent
48.35,8.64,17.34,6.47,4.31,Thumb_bent
37.18,0.00,17.34,10.81,6.47,Thumb_bent
48.35,6.47,15.16,6.47,0.00,Thumb_bent
48.35,8.64,17.34,10.81,0.00,Thumb_bent
37.18,0.00,4.31,0.00,10.81,Thumb_bent
30.53,0.00,15.16,8.64,0.00,Thumb_bent
39.40,10.81,21.72,19.53,4.31,Thumb_bent
64.19,8.64,17.34,2.15,0.00,Thumb_bent
48.35,6.47,17.34,8.64,8.64,Thumb_bent
66.47,10.81,6.47,2.15,17.34,Thumb_bent
55.11,12.98,17.34,4.31,0.00,Thumb_bent
50.60,6.47,17.34,0.00,10.81,Thumb_bent
39.40,4.31,21.72,10.81,0.00,Thumb_bent
46.11,0.00,28.32,10.81,17.34,Thumb_bent
41.63,8.64,19.53,0.00,0.00,Thumb_bent
61.91,21.72,23.91,6.47,2.15,Thumb_bent
59.64,10.81,19.53,2.15,6.47,Thumb_bent
43.87,4.31,23.91,0.00,0.00,Thumb_bent
41.63,21.72,10.81,15.16,10.81,Thumb_bent
30.53,6.47,21.72,10.81,6.47,Thumb_bent
37.18,12.98,15.16,12.98,4.31,Thumb_bent
43.87,10.81,15.16,6.47,10.81,Thumb_bent
34.96,17.34,28.32,10.81,8.64,Thumb_bent
46.11,8.64,17.34,10.81,0.00,Thumb_bent
30.53,15.16,17.34,12.98,0.00,Thumb_bent
34.96,2.15,4.31,2.15,0.00,Thumb_bent
39.40,0.00,19.53,4.31,10.81,Thumb_bent
43.87,10.81,10.81,10.81,4.31,Thumb_bent
37.18,0.00,8.64,10.81,6.47,Thumb_bent
34.96,15.16,32.74,4.31,0.00,Thumb_bent
43.87,17.34,17.34,15.16,10.81,Thumb_bent
43.87,4.31,15.16,4.31,0.00,Thumb_bent
39.40,15.16,21.72,10.81,2.15,Thumb_bent
32.74,10.81,12.98,17.34,8.64,Thumb_bent
43.87,4.31,21.72,6.47,8.64,Thumb_bent
41.63,4.31,17.34,15.16,6.47,Thumb_bent
34.96,15.16,26.11,6.47,0.00,Thumb_bent
46.11,10.81,26.11,4.31,0.00,Thumb_bent
28.32,15.16,21.72,23.91,0.00,Thumb_bent
30.53,8.64,8.64,0.00,10.81,Thumb_bent
34.96,10.81,19.53,8.64,6.47,Thumb_bent
46.11,0.00,21.72,4.31,2.15,Thumb_bent
39.40,6.47,15.16,12.98,12.98,Thumb_bent
37.18,0.00,6.47,10.81,6.47,Thumb_bent
43.87,12.98,19.53,12.98,8.64,Thumb_bent
39.40,0.00,26.11,2.15,0.00,Thumb_bent
37.18,8.64,6.47,8.64,8.64,Thumb_bent
30.53,4.31,6.47,6.47,6.47,Thumb_bent
50.60,0.00,26.11,12.98,12.98,Thumb_bent
46.11,15.16,26.11,2.15,6.47,Thumb_bent
46.11,19.53,10.81,4.31,0.00,Thumb_bent
37.18,0.00,23.91,15.16,2.15,Thumb_bent
41.63,10.81,12.98,30.53,10.81,Thumb_bent
48.35,6.47,21.72,0.00,17.34,Thumb_bent
39.40,10.81,17.34,2.15,12.98,Thumb_bent
41.63,10.81,15.16,10.81,0.00,Thumb_bent
28.32,17.34,19.53,8.64,17.34,Thumb_bent
41.63,6.47,6.47,0.00,0.00,Thumb_bent
71.04,0.00,8.64,6.47,15.16,Thumb_bent
64.19,0.00,15.16,8.64,0.00,Thumb_bent
59.64,0.00,4.31,6.47,6.47,Thumb_bent
55.11,8.64,10.81,10.81,4.31,Thumb_bent
105.94,12.98,19.53,6.47,4.31,Thumb_bent
117.82,4.31,12.98,4.31,8.64,Thumb_bent
122.60,15.16,10.81,8.64,2.15,Thumb_bent
171.55,0.00,6.47,10.81,15.16,Thumb_bent
132.23,6.47,15.16,6.47,2.15,Thumb_bent
132.23,10.81,17.34,8.64,4.31,Thumb_bent
141.94,0.00,8.64,6.47,2.15,Thumb_bent
149.27,2.15,21.72,8.64,4.31,Thumb_bent
151.72,8.64,17.34,21.72,0.00,Thumb_bent
141.94,10.81,12.98,4.31,0.00,Thumb_bent
159.12,4.31,15.16,19.53,6.47,Thumb_bent
120.21,17.34,26.11,6.47,15.16,Thumb_bent
151.72,4.31,10.81,6.47,10.81,Thumb_bent
125.00,4.31,17.34,6.47,6.47,Thumb_bent
122.60,12.98,12.98,8.64,0.00,Thumb_bent
117.82,10.81,8.64,0.00,15.16,Thumb_bent
139.50,0.00,6.47,15.16,4.31,Thumb_bent
144.38,4.31,26.11,8.64,8.64,Thumb_bent
146.82,17.34,8.64,17.34,12.98,Thumb_bent
141.94,0.00,19.53,8.64,4.31,Thumb_bent
151.72,8.64,8.64,10.81,6.47,Thumb_bent
141.94,8.64,19.53,8.64,10.81,Thumb_bent
137.07,8.64,12.98,10.81,12.98,Thumb_bent
129.81,8.64,21.72,15.16,17.34,Thumb_bent
139.50,8.64,19.53,10.81,2.15,Thumb_bent
161.60,0.00,37.18,10.81,0.00,Thumb_bent
151.72,4.31,21.72,6.47,0.00,Thumb_bent
159.12,4.31,23.91,0.00,2.15,Thumb_bent
151.72,2.15,8.64,0.00,15.16,Thumb_bent
149.27,4.31,17.34,4.31,12.98,Thumb_bent
141.94,2.15,10.81,6.47,15.16,Thumb_bent
154.18,10.81,15.16,0.00,15.16,Thumb_bent
141.94,2.15,12.98,15.16,6.47,Thumb_bent
159.12,10.81,17.34,6.47,4.31,Thumb_bent
127.40,6.47,8.64,8.64,0.00,Thumb_bent
161.60,0.00,26.11,21.72,0.00,Thumb_bent
169.05,12.98,15.16,0.00,12.98,Thumb_bent
159.12,0.00,17.34,12.98,17.34,Thumb_bent
164.08,2.15,19.53,6.47,10.81,Thumb_bent
169.05,21.72,12.98,15.16,15.16,Thumb_bent
161.60,10.81,12.98,12.98,12.98,Thumb_bent
159.12,15.16,21.72,15.16,4.31,Thumb_bent
176.56,4.31,2.15,12.98,0.00,Thumb_bent
176.56,6.47,17.34,2.15,0.00,Thumb_bent
159.12,4.31,15.16,10.81,0.00,Thumb_bent
